File,Satisfiable_i15,Time (s)_i15,Satisfiable_i16,Time (s)_i16,Satisfiable_output_standard,Time (s)_output_standard,Satisfiable_i14,Time (s)_i14,Satisfiable_i17,Time (s)_i17,Satisfiable_i13,Time (s)_i13,Selection
32585e66749f42e161e94fc49fd64750-pcmax-scheduling-m26-6398-62377-UNSAT.sanitized.out,UNSATISFIABLE,251.13,UNSATISFIABLE,172.21,UNSATISFIABLE,234.53,UNSATISFIABLE,154.25,UNSATISFIABLE,180.96,UNSATISFIABLE,211.35,Selected
334aa882de28856fc8c75885285d2a3c-HCP-446-105.out,SATISFIABLE,1943.0,UNKNOWN,3583.83,SATISFIABLE,2106.82,SATISFIABLE,2546.29,SATISFIABLE,1443.66,SATISFIABLE,1652.74,Selected
34fa0922e66aee3b6f6ffe1760f459d4-f9idw.out,UNSATISFIABLE,433.89,UNSATISFIABLE,684.75,UNSATISFIABLE,388.14,UNSATISFIABLE,453.4,UNSATISFIABLE,428.65,UNSATISFIABLE,347.15,Selected
35789168b67a74985804902008251269-tseitingrid6x200_shuffled.out,UNKNOWN,3583.83,UNKNOWN,3585.37,UNKNOWN,3582.52,UNKNOWN,3580.87,UNKNOWN,3587.08,UNKNOWN,3576.55,Not Selected
3593875d75d6e836a3ac328c5426c1b5-Break_18_32.xml.out,UNKNOWN,3583.4,SATISFIABLE,2705.87,UNKNOWN,3580.78,UNKNOWN,3582.33,UNKNOWN,3584.55,UNKNOWN,3581.3,Selected
36dbc206c7d9773bebb03f752070cee9-tseitin_grid_n11_m20.sanitized.out,UNKNOWN,3586.17,UNKNOWN,3586.22,UNKNOWN,3584.17,UNKNOWN,3585.52,UNKNOWN,3586.53,UNKNOWN,3565.56,Not Selected
37a11ae189df2834a3f294736f34608f-mdp-28-16-unsat.out,UNSATISFIABLE,1935.45,UNSATISFIABLE,1983.04,UNSATISFIABLE,2174.99,UNSATISFIABLE,2102.95,UNSATISFIABLE,1731.09,UNSATISFIABLE,1670.11,Selected
37ca184832fc6fa43a22ae900f1756a2-circuit_32in32out_with_350gates_6in6out_dist64_seed1.sanitized.out,SATISFIABLE,91.1,SATISFIABLE,102.02,SATISFIABLE,85.64,SATISFIABLE,96.8,SATISFIABLE,67.82,SATISFIABLE,91.6,Selected
385042a6042a0df5ddfec6e17f285ae7-lec_mult_CvD_11x11.sanitized.out,UNSATISFIABLE,983.13,UNSATISFIABLE,770.92,UNSATISFIABLE,896.81,UNSATISFIABLE,866.75,UNSATISFIABLE,726.18,UNSATISFIABLE,902.03,Selected
39277cab188349aee0f229cb7341b5c5-crafted_n12_d6_c4_num23.out,UNSATISFIABLE,291.15,UNSATISFIABLE,2274.14,UNSATISFIABLE,352.08,UNSATISFIABLE,357.77,UNSATISFIABLE,270.13,UNSATISFIABLE,370.03,Selected
396fd56f3fd7b85afbba4254ea6e746c-circuit_32in32out_with_80gates_7in7out_dist128_seed1.sanitized.out,SATISFIABLE,125.77,SATISFIABLE,617.2,SATISFIABLE,188.21,SATISFIABLE,140.07,SATISFIABLE,193.93,SATISFIABLE,154.19,Selected
3988a60c6e93167763c6fd2a347d5859-Break_08_24.xml.out,SATISFIABLE,0.46,SATISFIABLE,0.08,SATISFIABLE,0.11,SATISFIABLE,0.13,SATISFIABLE,0.11,SATISFIABLE,0.5,Not Selected
39fba35826ce8c87cd8e8de1969b2dd2-SGI_30_80_26_70_4-log.shuffled-as.sat03-208.out,UNKNOWN,3583.7,UNKNOWN,3583.96,UNKNOWN,3583.16,UNKNOWN,3583.75,UNKNOWN,3583.89,UNKNOWN,3575.39,Not Selected
3a75ad246dbc750a7391ad887c5b0835-x9-11093.sat.sanitized.out,SATISFIABLE,79.93,SATISFIABLE,58.16,SATISFIABLE,52.28,SATISFIABLE,51.42,SATISFIABLE,47.43,SATISFIABLE,67.42,Selected
3b59c5d9b6729f39c8483446701f4ed0-g2-T93.2.1.out,UNSATISFIABLE,891.11,UNSATISFIABLE,1118.3,UNSATISFIABLE,839.63,UNSATISFIABLE,880.37,UNSATISFIABLE,867.95,UNSATISFIABLE,726.78,Selected
3bf8ba6bb4e4ea9ad08b1b058661ba2e-summle_X4044_steps7_I1-2-2-4-4-8-25-100.out,SATISFIABLE,11.21,SATISFIABLE,13.93,SATISFIABLE,13.07,SATISFIABLE,17.67,SATISFIABLE,15.68,SATISFIABLE,11.32,Selected
3c6e1d1c4b8d3d08aa4c1df3805f4f7d-x9-10031.sat.sanitized.out,UNSATISFIABLE,398.98,UNSATISFIABLE,180.41,UNSATISFIABLE,333.01,UNSATISFIABLE,322.4,UNSATISFIABLE,253.86,UNSATISFIABLE,363.73,Selected
3ed56242f55e3653dbceeb4a70221787-rbsat-v945c61409gyes9-sc2009.out,SATISFIABLE,88.4,SATISFIABLE,82.51,SATISFIABLE,44.74,SATISFIABLE,31.66,SATISFIABLE,56.74,SATISFIABLE,10.98,Selected
4073757aae06fc2b50c043f088b132b4-simon-r19-1.sanitized.out,SATISFIABLE,0.0,SATISFIABLE,0.0,SATISFIABLE,0.0,SATISFIABLE,0.0,SATISFIABLE,0.0,SATISFIABLE,0.0,Not Selected
40737c2f46512069d54b0d2bb3b47a20-ER_400_20_4.apx_2_DC-AD.out,UNSATISFIABLE,453.25,UNSATISFIABLE,355.64,UNSATISFIABLE,481.06,UNSATISFIABLE,469.16,UNSATISFIABLE,353.3,UNSATISFIABLE,418.92,Selected
4106867bc76b8794330a205cf8a303ad-bvsub_19952.smt2.out,UNKNOWN,3583.01,UNKNOWN,3581.58,UNKNOWN,3580.51,UNKNOWN,3583.32,UNKNOWN,3578.72,UNKNOWN,3581.85,Not Selected
41f4cb4992a481c9d43e2e1a4e2349ac-sgen1-sat-180-100.out,SATISFIABLE,2380.83,SATISFIABLE,1146.48,SATISFIABLE,3270.16,SATISFIABLE,3130.29,UNKNOWN,3584.84,SATISFIABLE,2240.08,Selected
4214f45042f8c504f9837afaec88bf8f-ER_400_20_7.apx_2_DC-AD.out,UNKNOWN,3582.96,UNSATISFIABLE,2642.1,UNKNOWN,3581.95,UNKNOWN,3584.23,UNSATISFIABLE,2238.94,UNKNOWN,3583.1,Selected
425c81fc3af7f5124b6282583d80df11-mdp-32-12-unsat.out,UNKNOWN,3584.3,UNKNOWN,3585.92,UNKNOWN,3582.42,UNKNOWN,3583.63,UNKNOWN,3582.89,UNKNOWN,3582.99,Not Selected
43e492bccfd57029b758897b17d7f04f-pb_300_09_lb_07.out,SATISFIABLE,13.86,SATISFIABLE,5.22,SATISFIABLE,145.06,SATISFIABLE,41.51,SATISFIABLE,66.85,SATISFIABLE,41.88,Selected
44c25de7963c45e92a2407ad839f6e8b-Break_20_72.xml.out,UNKNOWN,3584.59,UNKNOWN,3581.89,UNKNOWN,3581.88,UNKNOWN,3583.89,UNKNOWN,3585.73,UNKNOWN,3578.18,Not Selected
44fd38bd0c5fc7336be468161dee4eda-post-cbmc-aes-ee-r3-noholes.out,UNSATISFIABLE,570.79,UNSATISFIABLE,1457.71,UNSATISFIABLE,601.04,UNSATISFIABLE,603.86,UNSATISFIABLE,460.85,UNSATISFIABLE,489.34,Selected
4517202fdd0ccc8a97d83684b021ea96-VanDerWaerden_2-3-14_186.out,UNKNOWN,3582.79,UNKNOWN,3580.77,UNKNOWN,3580.93,UNKNOWN,3580.83,UNKNOWN,3584.57,UNKNOWN,3581.66,Not Selected
45a09efb026036ff4b8d19024a7563a9-fermat-931960058139995587.out,UNKNOWN,3582.39,UNKNOWN,3582.94,UNKNOWN,3579.68,UNKNOWN,3582.79,UNKNOWN,3584.79,UNKNOWN,3580.96,Not Selected
461df1a7056560279d532bc2743022b6-Folkman-185-75415683.sanitized.out,SATISFIABLE,423.69,SATISFIABLE,502.69,SATISFIABLE,626.14,SATISFIABLE,642.33,SATISFIABLE,533.63,SATISFIABLE,548.89,Selected
462d72f9b78ab1cd080667ff12a114ac-lec_mult_CvK_12x12.sanitized.out,UNKNOWN,3584.48,UNKNOWN,3584.21,UNKNOWN,3581.94,UNKNOWN,3579.56,UNKNOWN,3584.69,UNKNOWN,3581.81,Not Selected
46d75199933980fdb856f13e5b1817dd-1-TC-256-K-64.sanitized.out,UNSATISFIABLE,1083.47,UNKNOWN,3582.71,UNSATISFIABLE,1200.42,UNSATISFIABLE,1424.66,UNSATISFIABLE,931.98,UNSATISFIABLE,897.84,Selected
475803537529d9d14a034957f48a6d38-x9-09076.sat.sanitized.out,UNSATISFIABLE,39.12,UNSATISFIABLE,31.81,UNSATISFIABLE,39.39,UNSATISFIABLE,38.2,UNSATISFIABLE,34.04,UNSATISFIABLE,35.97,Selected
479b1413f8bd1d6fc0723856ffca9792-constraints_18_0.4_2.sanitized.out,UNSATISFIABLE,819.44,UNSATISFIABLE,682.05,UNSATISFIABLE,624.35,UNSATISFIABLE,674.24,UNSATISFIABLE,483.6,UNSATISFIABLE,637.54,Selected
47e1ada0070708c2953d322c06aea00d-noL-11-8.sanitized.out,SATISFIABLE,2125.23,SATISFIABLE,292.27,SATISFIABLE,237.86,SATISFIABLE,125.69,SATISFIABLE,1986.98,SATISFIABLE,943.41,Selected
4a8285a53f30b35016b0c85ea17ba155-1-TC-256-K-68.sanitized.out,UNSATISFIABLE,171.51,UNSATISFIABLE,1094.51,UNSATISFIABLE,223.56,UNSATISFIABLE,194.95,UNSATISFIABLE,178.56,UNSATISFIABLE,138.67,Selected
4be4ae25aae88528bc10f8369bba86df-ER_400_20_4.apx_1_DC-AD.out,UNSATISFIABLE,497.53,UNSATISFIABLE,360.12,UNSATISFIABLE,487.65,UNSATISFIABLE,473.13,UNSATISFIABLE,427.03,UNSATISFIABLE,421.45,Selected
4c54efa61599e33d514bf718ff23ad09-lec_mult_CvK_12x11.sanitized.out,UNKNOWN,3581.0,UNKNOWN,3585.0,UNKNOWN,3582.02,UNKNOWN,3579.79,UNKNOWN,3584.84,UNKNOWN,3584.32,Not Selected
4d7f6efbae05b66ffbbd509a430d57f8-stb_418_125.apx_1_DC-ST.out,UNSATISFIABLE,685.75,UNSATISFIABLE,455.96,UNSATISFIABLE,651.08,UNSATISFIABLE,634.98,UNSATISFIABLE,542.82,UNSATISFIABLE,625.22,Selected
4e366e723d75fe39bf6db9a24ffb059b-Dodecahedron-k7.out,UNKNOWN,3579.78,UNKNOWN,3582.4,UNKNOWN,3579.17,UNKNOWN,3576.89,UNKNOWN,3585.77,UNKNOWN,3582.84,Not Selected
4f2d6659b5c9bf594ea12e3e1a85799f-mdp-32-11-unsat.out,UNKNOWN,3581.44,UNKNOWN,3581.42,UNKNOWN,3581.94,UNKNOWN,3571.43,UNKNOWN,3580.49,UNKNOWN,3548.33,Not Selected
50019e4419d48196bb4b95933a8b5030-noL-11-14.sanitized.out,SATISFIABLE,81.44,SATISFIABLE,52.3,SATISFIABLE,82.9,SATISFIABLE,82.52,SATISFIABLE,727.87,SATISFIABLE,103.44,Selected
511a2d81661a185c2115daec42270dec-circuit_32in32out_with_500gates_6in6out_dist64_seed1.sanitized.out,SATISFIABLE,195.47,SATISFIABLE,745.17,SATISFIABLE,212.28,SATISFIABLE,175.56,SATISFIABLE,176.03,SATISFIABLE,170.07,Selected
52aaf653a79ca14fa1127cda32aa94ce-noL-11-10.sanitized.out,SATISFIABLE,503.05,SATISFIABLE,204.14,SATISFIABLE,109.5,SATISFIABLE,108.71,SATISFIABLE,127.02,SATISFIABLE,189.33,Selected
5411047bc24f4321f0e490e01e4a0910-goldcrest-and-9.out,UNSATISFIABLE,146.62,UNSATISFIABLE,475.04,UNSATISFIABLE,239.87,UNSATISFIABLE,232.72,UNSATISFIABLE,160.95,UNSATISFIABLE,189.58,Selected
5432e4dd44480fadbd66647db1750c80-pcmax-scheduling-m24-24102-255206-SAT.sanitized.out,UNKNOWN,3579.37,UNKNOWN,3581.54,UNKNOWN,3579.11,UNKNOWN,3575.26,UNKNOWN,3583.86,UNKNOWN,3582.28,Not Selected
543e67dd5abc272c37775b1b742a1d9a-qwh.60.1728.shuffled-as.sat03-1659.out,SATISFIABLE,39.62,SATISFIABLE,50.24,SATISFIABLE,202.87,SATISFIABLE,108.56,SATISFIABLE,1386.16,SATISFIABLE,26.67,Selected
54c2da6d387a6f5ad6e014ae4d4decfc-x9-10038.sat.sanitized.out,SATISFIABLE,210.3,SATISFIABLE,62.01,SATISFIABLE,206.96,SATISFIABLE,198.35,SATISFIABLE,133.01,SATISFIABLE,192.46,Selected
55199d55fa9c3751a525d6c0a0e649bd-WS_500_16_90_70.apx_2_DC-AD.out,UNSATISFIABLE,406.93,UNSATISFIABLE,415.53,UNSATISFIABLE,480.48,UNSATISFIABLE,470.31,UNSATISFIABLE,380.09,UNSATISFIABLE,460.17,Selected
556cf803f9de4b2ec688825b5ff7e325-tseitin_d3_n174.sanitized.out,UNKNOWN,3580.44,UNKNOWN,3588.27,UNKNOWN,3581.49,UNKNOWN,3573.17,UNKNOWN,3586.71,UNKNOWN,3583.3,Not Selected
5690b9b0380aa9508699e56cae5918b5-170058440.out,SATISFIABLE,421.19,SATISFIABLE,914.47,SATISFIABLE,1539.28,SATISFIABLE,1540.01,SATISFIABLE,918.09,SATISFIABLE,319.14,Selected
573cc82ec61e01fd6e6308493ee56289-linked_list_swap_contents_safety_unwind80.out,UNSATISFIABLE,349.44,UNSATISFIABLE,165.84,UNSATISFIABLE,199.97,UNSATISFIABLE,227.36,UNSATISFIABLE,164.39,UNSATISFIABLE,205.78,Selected
576ebc1333f2c466c2dec98792721e1f-j3037_9_rggt_b.out,SATISFIABLE,68.94,SATISFIABLE,255.64,SATISFIABLE,469.54,SATISFIABLE,165.09,UNKNOWN,3573.06,SATISFIABLE,42.6,Selected
57f4ea7ab160d996e38e69fac59869c4-x9-09047.sat.sanitized.out,UNSATISFIABLE,31.15,UNSATISFIABLE,32.61,UNSATISFIABLE,35.92,UNSATISFIABLE,34.3,UNSATISFIABLE,32.16,UNSATISFIABLE,36.78,Selected
5865fb9a6575d2ae6542c36ab96646a9-x9-11088.sat.sanitized.out,SATISFIABLE,481.74,SATISFIABLE,72.33,SATISFIABLE,333.8,SATISFIABLE,325.77,SATISFIABLE,311.21,SATISFIABLE,605.15,Selected
5952b9f18b73dabb531c60e3ac85d26f-ctl_4291_567_9_unsat.out,UNSATISFIABLE,702.83,UNSATISFIABLE,755.28,UNSATISFIABLE,850.21,UNSATISFIABLE,893.98,UNSATISFIABLE,470.03,UNSATISFIABLE,759.72,Selected
59825ed96dc3bbdbd8789a4870b323ec-hcp_CP18_18.out,SATISFIABLE,2827.6,SATISFIABLE,1442.06,UNKNOWN,3580.56,SATISFIABLE,1613.39,UNKNOWN,3584.64,SATISFIABLE,148.94,Selected
5a068ba62fe30e435a76e2ec80896ef4-ITC2021_Middle_1.xml.out,UNKNOWN,3579.96,UNKNOWN,3582.94,UNKNOWN,3580.12,UNKNOWN,3572.68,UNKNOWN,3583.47,UNKNOWN,3573.39,Not Selected
5ab3040d8617bf9f4d4cef4e56dcfd03-g2-hwmcc15deep-6s161-k17.out,UNSATISFIABLE,1211.2,UNSATISFIABLE,3522.29,UNSATISFIABLE,1287.67,UNSATISFIABLE,1287.23,UNSATISFIABLE,1181.74,UNSATISFIABLE,1071.29,Selected
5b0f16de2c5419b80b608db37d07d994-lec_mult_KvW_11x10.sanitized.out,UNSATISFIABLE,814.83,UNSATISFIABLE,536.81,UNSATISFIABLE,815.58,UNSATISFIABLE,803.27,UNSATISFIABLE,833.81,UNSATISFIABLE,774.15,Selected
5b5dfab02ce5c12a50be3bc7d7cc42c7-pcmax-scheduling-m15-2352-13561-SAT.sanitized.out,UNKNOWN,3579.25,UNKNOWN,3584.18,UNKNOWN,3581.6,UNKNOWN,3573.66,UNKNOWN,3586.47,SATISFIABLE,919.02,Selected
5cb1ca8fe8a9d9125ea9accd498445f1-stb_531_83.apx_1_DC-ST.out,UNSATISFIABLE,386.3,UNSATISFIABLE,233.26,UNSATISFIABLE,377.7,UNSATISFIABLE,368.15,UNSATISFIABLE,269.08,UNSATISFIABLE,350.47,Selected
5e1c11b77cdf3717b81b957120f0f477-x9-12001.sat.sanitized.out,SATISFIABLE,1597.23,SATISFIABLE,18.81,SATISFIABLE,244.29,SATISFIABLE,237.66,SATISFIABLE,807.43,SATISFIABLE,1440.01,Selected
5e5fe73a2e0ffc8e19873298566919fb-rbsat-v760c43649gyes3.out,SATISFIABLE,1187.8,SATISFIABLE,935.24,SATISFIABLE,3011.95,SATISFIABLE,2323.43,UNKNOWN,3582.67,SATISFIABLE,96.09,Selected
5ea72bcdccc86bd1a924029f7b81aec5-atco_enc1_opt1_10_15.out,SATISFIABLE,169.28,SATISFIABLE,185.05,SATISFIABLE,201.47,SATISFIABLE,132.52,SATISFIABLE,115.31,SATISFIABLE,215.59,Selected
5ee7de2bd112aa39485e79c9d487bf8f-simon-r23-1.sanitized.out,SATISFIABLE,0.01,SATISFIABLE,0.0,SATISFIABLE,0.01,SATISFIABLE,0.01,SATISFIABLE,0.01,SATISFIABLE,0.0,Not Selected
6008b958ff6877f32c26b72728df4523-linked_list_swap_contents_safety_unwind76.out,UNSATISFIABLE,960.45,UNSATISFIABLE,218.59,UNSATISFIABLE,216.12,UNSATISFIABLE,140.11,UNSATISFIABLE,559.77,UNSATISFIABLE,162.15,Selected
6077d4e5f755124ddc84068d6ccb630f-Nb44T6.out,UNKNOWN,3580.82,UNKNOWN,3580.56,UNKNOWN,3579.99,UNKNOWN,3576.11,UNKNOWN,3583.46,UNKNOWN,3581.62,Not Selected
61069e0e3339af80000b774a041b7d96-constraints_18_0.3_2.sanitized.out,UNSATISFIABLE,414.29,UNSATISFIABLE,692.32,UNSATISFIABLE,450.53,UNSATISFIABLE,471.0,UNSATISFIABLE,317.7,UNSATISFIABLE,423.93,Selected
62dcbf79f5ecef5618c9d9a00311326c-pcmax-scheduling-m13-1655-9604-UNSAT.sanitized.out,UNSATISFIABLE,720.89,UNSATISFIABLE,746.83,UNSATISFIABLE,716.23,UNSATISFIABLE,701.77,UNSATISFIABLE,567.45,UNSATISFIABLE,632.35,Selected
634a271f5fe339007a186539d615e92f-noL-11-4.sanitized.out,SATISFIABLE,3468.18,SATISFIABLE,256.11,SATISFIABLE,774.31,SATISFIABLE,476.97,SATISFIABLE,978.52,SATISFIABLE,2037.31,Selected
63732c330adb8de8dd47ce1693b86d0e-FmlaEquivChain_4_8_8.sanitized.out,UNSATISFIABLE,3184.2,UNKNOWN,3580.6,UNSATISFIABLE,3070.91,UNKNOWN,3579.93,UNSATISFIABLE,3104.47,UNKNOWN,3580.81,Selected
6543793076c30fc7cdfa5a3c819cedc7-oisc-subrv-sll-nested-11.out,UNSATISFIABLE,1972.64,UNSATISFIABLE,2567.32,UNSATISFIABLE,2001.06,UNSATISFIABLE,1991.17,UNSATISFIABLE,1675.17,UNSATISFIABLE,1850.15,Selected
65c5a5d228ec5e52d1a72f918086f584-32_100.sanitized.out,SATISFIABLE,74.45,SATISFIABLE,74.79,SATISFIABLE,75.67,SATISFIABLE,74.53,SATISFIABLE,69.89,SATISFIABLE,69.43,Selected
67b4844c4bfbaf961cbbd79b953aa5c2-stb_588_138.apx_1_DC-AD.out,UNSATISFIABLE,779.49,UNSATISFIABLE,671.92,UNSATISFIABLE,799.75,UNSATISFIABLE,715.75,UNSATISFIABLE,606.62,UNSATISFIABLE,718.65,Selected
67c533489a498495525efee429340958-cliquecolouring_n15_k9_c8.sanitized.out,UNKNOWN,3583.73,UNKNOWN,3584.88,UNKNOWN,3577.14,UNKNOWN,3579.08,UNKNOWN,3580.67,UNKNOWN,3582.66,Not Selected
695e287a447fcdd924985a6e73057a38-rbsat-v1150c84314gyes1.out,UNKNOWN,3582.51,UNKNOWN,3583.79,UNKNOWN,3581.9,UNKNOWN,3581.36,UNKNOWN,3584.45,UNKNOWN,3583.1,Not Selected
6969c86fbc5814332ab8615031334fa8-asconhashv12_opt64_H11_M2-fCHjS2L0du5_m2_4.c.out,SATISFIABLE,476.86,SATISFIABLE,330.12,SATISFIABLE,423.61,SATISFIABLE,11.01,SATISFIABLE,514.31,SATISFIABLE,375.81,Selected
697c96ac45534726c7dbd96faa11a86a-x9-11094.sat.sanitized.out,SATISFIABLE,592.46,SATISFIABLE,116.58,SATISFIABLE,613.33,SATISFIABLE,597.6,SATISFIABLE,476.25,SATISFIABLE,542.82,Selected
69e34d0f49c71a7e145d8104ebe0273f-sokoban-p16.sas.ex.15-sc2016.out,UNSATISFIABLE,1289.88,UNSATISFIABLE,2873.29,UNSATISFIABLE,1083.54,UNSATISFIABLE,1055.36,UNSATISFIABLE,827.83,UNSATISFIABLE,1066.25,Selected
6a674acad2aeac729ecb39ad9e4a2298-1-ZC-1024-K-116.sanitized.out,UNKNOWN,3582.36,UNKNOWN,3582.84,UNKNOWN,3580.94,UNKNOWN,3578.76,UNKNOWN,3578.77,UNKNOWN,3581.31,Not Selected
6add7e416c1126607afeb2666af330ac-constraints_16_0.5_1.sanitized.out,UNSATISFIABLE,115.32,UNSATISFIABLE,120.73,UNSATISFIABLE,138.88,UNSATISFIABLE,107.09,UNSATISFIABLE,116.98,UNSATISFIABLE,100.75,Selected
6c52aca5b5fd284bf1940b84df90a367-1-TC-256-K-71.sanitized.out,UNSATISFIABLE,73.12,UNSATISFIABLE,1078.55,UNSATISFIABLE,129.07,UNSATISFIABLE,115.22,UNSATISFIABLE,98.0,UNSATISFIABLE,125.74,Selected
6f0e236c999de0a5e3c46fd3463b1d0d-rook-56-1-1.out,UNSATISFIABLE,1108.99,UNKNOWN,3583.24,UNSATISFIABLE,1148.25,UNSATISFIABLE,1008.22,UNSATISFIABLE,953.63,UNSATISFIABLE,867.31,Selected
6f4df706246d29bf38adadd274fadab3-SGI_30_60_19_60_6-dir.shuffled-as.sat03-112.out,UNSATISFIABLE,1236.0,UNSATISFIABLE,2334.43,UNSATISFIABLE,1677.69,UNSATISFIABLE,1641.76,UNSATISFIABLE,1200.56,UNSATISFIABLE,1476.17,Selected
6f7a0e1cf94b6b26eafc08a827a692ce-circuit_64in64out_with_64gates_8in5out_dist256_seed1.sanitized.out,SATISFIABLE,52.07,SATISFIABLE,49.94,SATISFIABLE,57.45,SATISFIABLE,55.75,SATISFIABLE,43.15,SATISFIABLE,31.53,Selected
6fc528fc3d0fd5a2c50992feb8bf0357-pcmax-scheduling-m24-17855-226744-SAT.sanitized.out,UNKNOWN,3582.95,UNKNOWN,3583.25,UNKNOWN,3581.18,UNKNOWN,3579.09,UNKNOWN,3584.96,UNKNOWN,3581.79,Not Selected
7083b70c1976162e2693d7a493717ffd-battleship-14-26-sat.out,SATISFIABLE,63.38,SATISFIABLE,1.89,SATISFIABLE,14.95,SATISFIABLE,14.6,SATISFIABLE,55.67,SATISFIABLE,58.43,Selected
70bfbd054dc9ffd394fab32845b492d3-circuit_32in32out_with_100gates_7in7out_dist64_seed2.sanitized.out,SATISFIABLE,102.56,SATISFIABLE,117.5,SATISFIABLE,111.16,SATISFIABLE,110.19,SATISFIABLE,97.47,SATISFIABLE,106.57,Selected
70ef2b6bdc4101a0e35cf3d165571fe3-qwh.50.1250.shuffled-as.sat03-1655.out,SATISFIABLE,17.77,SATISFIABLE,12.48,SATISFIABLE,14.87,SATISFIABLE,22.67,SATISFIABLE,23.9,SATISFIABLE,15.01,Selected
71a3dd6156463c0c55c4b38394faa753-af-synthesis_stb_50_120_4_sat.out,SATISFIABLE,434.52,SATISFIABLE,193.73,SATISFIABLE,109.82,SATISFIABLE,229.74,SATISFIABLE,314.79,SATISFIABLE,231.51,Selected
71ec94c233016219e12d671594dc88e5-circuit_32in32out_with_70gates_7in7out_dist128_seed1.sanitized.out,SATISFIABLE,313.18,SATISFIABLE,169.59,SATISFIABLE,182.02,SATISFIABLE,616.51,SATISFIABLE,326.16,SATISFIABLE,355.17,Selected
72c0d81e16d91bcaed808efcde2e5069-Folkman-175-1251868.sanitized.out,SATISFIABLE,92.31,SATISFIABLE,105.97,SATISFIABLE,88.47,SATISFIABLE,93.46,SATISFIABLE,136.12,SATISFIABLE,76.49,Selected
7429e380834066c206394139c9e1e17d-af-synthesis_stb_50_100_9_sat.out,SATISFIABLE,149.97,SATISFIABLE,442.46,SATISFIABLE,5.8,SATISFIABLE,40.99,SATISFIABLE,123.82,SATISFIABLE,21.82,Selected
74f145bb935650f5c982d7eec6967945-pcmax-scheduling-m43-38782-385402-SAT.sanitized.out,UNKNOWN,3582.27,UNKNOWN,3584.35,UNKNOWN,3581.43,UNKNOWN,3580.23,UNKNOWN,3585.5,UNKNOWN,3581.79,Not Selected
761651d4b6454108403bdefe22720fb3-constraints_18_0.5_2.sanitized.out,UNSATISFIABLE,847.96,UNSATISFIABLE,965.44,UNSATISFIABLE,774.54,UNSATISFIABLE,1030.02,UNSATISFIABLE,392.45,UNSATISFIABLE,618.81,Selected
768956cc8d1f2d18ae1929f6bb26557a-cliquecolouring_n13_k8_c7.sanitized.out,UNKNOWN,3584.71,UNKNOWN,3584.7,UNKNOWN,3582.67,UNKNOWN,3582.35,UNSATISFIABLE,2982.74,UNKNOWN,3566.99,Selected
773f3bd29e202ff700d8b5b459857a2c-Folkman-175-9054056.sanitized.out,SATISFIABLE,165.44,SATISFIABLE,126.69,SATISFIABLE,96.49,SATISFIABLE,160.52,SATISFIABLE,415.37,SATISFIABLE,173.15,Selected
778e0fd8f034b7cfd539b1b523ed4c4a-lec_mult_CvW_12x12.sanitized.out,UNKNOWN,3582.38,UNKNOWN,3582.96,UNKNOWN,3581.33,UNKNOWN,3581.01,UNKNOWN,3584.24,UNKNOWN,3581.05,Not Selected
77b7f7bbf75faaee28f473b9941de103-Folkman-185-19924337.sanitized.out,SATISFIABLE,270.74,SATISFIABLE,335.16,SATISFIABLE,93.77,SATISFIABLE,157.69,SATISFIABLE,617.41,SATISFIABLE,381.24,Selected
